t,n_bits,p,prep_init,cost_total,prep_in_mixers,reflection_anc,reflection_noanc,total_depth_anc,total_depth_noanc,n_ancillas_anc
28269,226152,6,495,6,5940,234,2713830,6675,2720271,226151
28270,226160,6,495,6,5940,234,2713926,6675,2720367,226159
28271,226168,6,495,6,5940,234,2714022,6675,2720463,226167
28272,226176,6,495,6,5940,234,2714118,6675,2720559,226175
28273,226184,6,495,6,5940,234,2714214,6675,2720655,226183
28274,226192,6,495,6,5940,234,2714310,6675,2720751,226191
28275,226200,6,495,6,5940,234,2714406,6675,2720847,226199
28276,226208,6,495,6,5940,234,2714502,6675,2720943,226207
28277,226216,6,495,6,5940,234,2714598,6675,2721039,226215
28278,226224,6,495,6,5940,234,2714694,6675,2721135,226223
28279,226232,6,495,6,5940,234,2714790,6675,2721231,226231
28280,226240,6,495,6,5940,234,2714886,6675,2721327,226239
28281,226248,6,495,6,5940,234,2714982,6675,2721423,226247
28282,226256,6,495,6,5940,234,2715078,6675,2721519,226255
28283,226264,6,495,6,5940,234,2715174,6675,2721615,226263
28284,226272,6,495,6,5940,234,2715270,6675,2721711,226271
28285,226280,6,495,6,5940,234,2715366,6675,2721807,226279
28286,226288,6,495,6,5940,234,2715462,6675,2721903,226287
28287,226296,6,495,6,5940,234,2715558,6675,2721999,226295
28288,226304,6,495,6,5940,234,2715654,6675,2722095,226303
28289,226312,6,495,6,5940,234,2715750,6675,2722191,226311
28290,226320,6,495,6,5940,234,2715846,6675,2722287,226319
28291,226328,6,495,6,5940,234,2715942,6675,2722383,226327
28292,226336,6,495,6,5940,234,2716038,6675,2722479,226335
28293,226344,6,495,6,5940,234,2716134,6675,2722575,226343
28294,226352,6,495,6,5940,234,2716230,6675,2722671,226351
28295,226360,6,495,6,5940,234,2716326,6675,2722767,226359
28296,226368,6,495,6,5940,234,2716422,6675,2722863,226367
28297,226376,6,495,6,5940,234,2716518,6675,2722959,226375
28298,226384,6,495,6,5940,234,2716614,6675,2723055,226383
28299,226392,6,495,6,5940,234,2716710,6675,2723151,226391
28300,226400,6,495,6,5940,234,2716806,6675,2723247,226399
28301,226408,6,495,6,5940,234,2716902,6675,2723343,226407
28302,226416,6,495,6,5940,234,2716998,6675,2723439,226415
28303,226424,6,495,6,5940,234,2717094,6675,2723535,226423
28304,226432,6,495,6,5940,234,2717190,6675,2723631,226431
28305,226440,6,495,6,5940,234,2717286,6675,2723727,226439
28306,226448,6,495,6,5940,234,2717382,6675,2723823,226447
28307,226456,6,495,6,5940,234,2717478,6675,2723919,226455
28308,226464,6,495,6,5940,234,2717574,6675,2724015,226463
28309,226472,6,495,6,5940,234,2717670,6675,2724111,226471
28310,226480,6,495,6,5940,234,2717766,6675,2724207,226479
28311,226488,6,495,6,5940,234,2717862,6675,2724303,226487
28312,226496,6,495,6,5940,234,2717958,6675,2724399,226495
28313,226504,6,495,6,5940,234,2718054,6675,2724495,226503
28314,226512,6,495,6,5940,234,2718150,6675,2724591,226511
28315,226520,6,495,6,5940,234,2718246,6675,2724687,226519
28316,226528,6,495,6,5940,234,2718342,6675,2724783,226527
28317,226536,6,495,6,5940,234,2718438,6675,2724879,226535
28318,226544,6,495,6,5940,234,2718534,6675,2724975,226543
28319,226552,6,495,6,5940,234,2718630,6675,2725071,226551
28320,226560,6,495,6,5940,234,2718726,6675,2725167,226559
28321,226568,6,495,6,5940,234,2718822,6675,2725263,226567
28322,226576,6,495,6,5940,234,2718918,6675,2725359,226575
28323,226584,6,495,6,5940,234,2719014,6675,2725455,226583
28324,226592,6,495,6,5940,234,2719110,6675,2725551,226591
28325,226600,6,495,6,5940,234,2719206,6675,2725647,226599
28326,226608,6,495,6,5940,234,2719302,6675,2725743,226607
28327,226616,6,495,6,5940,234,2719398,6675,2725839,226615
28328,226624,6,495,6,5940,234,2719494,6675,2725935,226623
28329,226632,6,495,6,5940,234,2719590,6675,2726031,226631
28330,226640,6,495,6,5940,234,2719686,6675,2726127,226639
28331,226648,6,495,6,5940,234,2719782,6675,2726223,226647
28332,226656,6,495,6,5940,234,2719878,6675,2726319,226655
28333,226664,6,495,6,5940,234,2719974,6675,2726415,226663
28334,226672,6,495,6,5940,234,2720070,6675,2726511,226671
28335,226680,6,495,6,5940,234,2720166,6675,2726607,226679
28336,226688,6,495,6,5940,234,2720262,6675,2726703,226687
28337,226696,6,495,6,5940,234,2720358,6675,2726799,226695
28338,226704,6,495,6,5940,234,2720454,6675,2726895,226703
28339,226712,6,495,6,5940,234,2720550,6675,2726991,226711
28340,226720,6,495,6,5940,234,2720646,6675,2727087,226719
28341,226728,6,495,6,5940,234,2720742,6675,2727183,226727
28342,226736,6,495,6,5940,234,2720838,6675,2727279,226735
28343,226744,6,495,6,5940,234,2720934,6675,2727375,226743
28344,226752,6,495,6,5940,234,2721030,6675,2727471,226751
28345,226760,6,495,6,5940,234,2721126,6675,2727567,226759
28346,226768,6,495,6,5940,234,2721222,6675,2727663,226767
28347,226776,6,495,6,5940,234,2721318,6675,2727759,226775
28348,226784,6,495,6,5940,234,2721414,6675,2727855,226783
28349,226792,6,495,6,5940,234,2721510,6675,2727951,226791
28350,226800,6,495,6,5940,234,2721606,6675,2728047,226799
28351,226808,6,495,6,5940,234,2721702,6675,2728143,226807
28352,226816,6,495,6,5940,234,2721798,6675,2728239,226815
28353,226824,6,495,6,5940,234,2721894,6675,2728335,226823
28354,226832,6,495,6,5940,234,2721990,6675,2728431,226831
28355,226840,6,495,6,5940,234,2722086,6675,2728527,226839
28356,226848,6,495,6,5940,234,2722182,6675,2728623,226847
28357,226856,6,495,6,5940,234,2722278,6675,2728719,226855
28358,226864,6,495,6,5940,234,2722374,6675,2728815,226863
28359,226872,6,495,6,5940,234,2722470,6675,2728911,226871
28360,226880,6,495,6,5940,234,2722566,6675,2729007,226879
28361,226888,6,495,6,5940,234,2722662,6675,2729103,226887
28362,226896,6,495,6,5940,234,2722758,6675,2729199,226895
28363,226904,6,495,6,5940,234,2722854,6675,2729295,226903
28364,226912,6,495,6,5940,234,2722950,6675,2729391,226911
28365,226920,6,495,6,5940,234,2723046,6675,2729487,226919
28366,226928,6,495,6,5940,234,2723142,6675,2729583,226927
28367,226936,6,495,6,5940,234,2723238,6675,2729679,226935
28368,226944,6,495,6,5940,234,2723334,6675,2729775,226943
28369,226952,6,495,6,5940,234,2723430,6675,2729871,226951
28370,226960,6,495,6,5940,234,2723526,6675,2729967,226959
28371,226968,6,495,6,5940,234,2723622,6675,2730063,226967
28372,226976,6,495,6,5940,234,2723718,6675,2730159,226975
28373,226984,6,495,6,5940,234,2723814,6675,2730255,226983
28374,226992,6,495,6,5940,234,2723910,6675,2730351,226991
28375,227000,6,495,6,5940,234,2724006,6675,2730447,226999
28376,227008,6,495,6,5940,234,2724102,6675,2730543,227007
28377,227016,6,495,6,5940,234,2724198,6675,2730639,227015
28378,227024,6,495,6,5940,234,2724294,6675,2730735,227023
28379,227032,6,495,6,5940,234,2724390,6675,2730831,227031
28380,227040,6,495,6,5940,234,2724486,6675,2730927,227039
28381,227048,6,495,6,5940,234,2724582,6675,2731023,227047
28382,227056,6,495,6,5940,234,2724678,6675,2731119,227055
28383,227064,6,495,6,5940,234,2724774,6675,2731215,227063
28384,227072,6,495,6,5940,234,2724870,6675,2731311,227071
28385,227080,6,495,6,5940,234,2724966,6675,2731407,227079
28386,227088,6,495,6,5940,234,2725062,6675,2731503,227087
28387,227096,6,495,6,5940,234,2725158,6675,2731599,227095
28388,227104,6,495,6,5940,234,2725254,6675,2731695,227103
28389,227112,6,495,6,5940,234,2725350,6675,2731791,227111
28390,227120,6,495,6,5940,234,2725446,6675,2731887,227119
28391,227128,6,495,6,5940,234,2725542,6675,2731983,227127
28392,227136,6,495,6,5940,234,2725638,6675,2732079,227135
28393,227144,6,495,6,5940,234,2725734,6675,2732175,227143
28394,227152,6,495,6,5940,234,2725830,6675,2732271,227151
28395,227160,6,495,6,5940,234,2725926,6675,2732367,227159
28396,227168,6,495,6,5940,234,2726022,6675,2732463,227167
28397,227176,6,495,6,5940,234,2726118,6675,2732559,227175
28398,227184,6,495,6,5940,234,2726214,6675,2732655,227183
28399,227192,6,495,6,5940,234,2726310,6675,2732751,227191
28400,227200,6,495,6,5940,234,2726406,6675,2732847,227199
28401,227208,6,495,6,5940,234,2726502,6675,2732943,227207
28402,227216,6,495,6,5940,234,2726598,6675,2733039,227215
28403,227224,6,495,6,5940,234,2726694,6675,2733135,227223
28404,227232,6,495,6,5940,234,2726790,6675,2733231,227231
28405,227240,6,495,6,5940,234,2726886,6675,2733327,227239
28406,227248,6,495,6,5940,234,2726982,6675,2733423,227247
28407,227256,6,495,6,5940,234,2727078,6675,2733519,227255
28408,227264,6,495,6,5940,234,2727174,6675,2733615,227263
28409,227272,6,495,6,5940,234,2727270,6675,2733711,227271
28410,227280,6,495,6,5940,234,2727366,6675,2733807,227279
28411,227288,6,495,6,5940,234,2727462,6675,2733903,227287
28412,227296,6,495,6,5940,234,2727558,6675,2733999,227295
28413,227304,6,495,6,5940,234,2727654,6675,2734095,227303
28414,227312,6,495,6,5940,234,2727750,6675,2734191,227311
28415,227320,6,495,6,5940,234,2727846,6675,2734287,227319
28416,227328,6,495,6,5940,234,2727942,6675,2734383,227327
28417,227336,6,495,6,5940,234,2728038,6675,2734479,227335
28418,227344,6,495,6,5940,234,2728134,6675,2734575,227343
28419,227352,6,495,6,5940,234,2728230,6675,2734671,227351
28420,227360,6,495,6,5940,234,2728326,6675,2734767,227359
28421,227368,6,495,6,5940,234,2728422,6675,2734863,227367
28422,227376,6,495,6,5940,234,2728518,6675,2734959,227375
28423,227384,6,495,6,5940,234,2728614,6675,2735055,227383
28424,227392,6,495,6,5940,234,2728710,6675,2735151,227391
28425,227400,6,495,6,5940,234,2728806,6675,2735247,227399
28426,227408,6,495,6,5940,234,2728902,6675,2735343,227407
28427,227416,6,495,6,5940,234,2728998,6675,2735439,227415
28428,227424,6,495,6,5940,234,2729094,6675,2735535,227423
28429,227432,6,495,6,5940,234,2729190,6675,2735631,227431
28430,227440,6,495,6,5940,234,2729286,6675,2735727,227439
28431,227448,6,495,6,5940,234,2729382,6675,2735823,227447
28432,227456,6,495,6,5940,234,2729478,6675,2735919,227455
28433,227464,6,495,6,5940,234,2729574,6675,2736015,227463
28434,227472,6,495,6,5940,234,2729670,6675,2736111,227471
28435,227480,6,495,6,5940,234,2729766,6675,2736207,227479
28436,227488,6,495,6,5940,234,2729862,6675,2736303,227487
28437,227496,6,495,6,5940,234,2729958,6675,2736399,227495
28438,227504,6,495,6,5940,234,2730054,6675,2736495,227503
28439,227512,6,495,6,5940,234,2730150,6675,2736591,227511
28440,227520,6,495,6,5940,234,2730246,6675,2736687,227519
28441,227528,6,495,6,5940,234,2730342,6675,2736783,227527
28442,227536,6,495,6,5940,234,2730438,6675,2736879,227535
28443,227544,6,495,6,5940,234,2730534,6675,2736975,227543
28444,227552,6,495,6,5940,234,2730630,6675,2737071,227551
28445,227560,6,495,6,5940,234,2730726,6675,2737167,227559
28446,227568,6,495,6,5940,234,2730822,6675,2737263,227567
28447,227576,6,495,6,5940,234,2730918,6675,2737359,227575
28448,227584,6,495,6,5940,234,2731014,6675,2737455,227583
28449,227592,6,495,6,5940,234,2731110,6675,2737551,227591
28450,227600,6,495,6,5940,234,2731206,6675,2737647,227599
28451,227608,6,495,6,5940,234,2731302,6675,2737743,227607
28452,227616,6,495,6,5940,234,2731398,6675,2737839,227615
28453,227624,6,495,6,5940,234,2731494,6675,2737935,227623
28454,227632,6,495,6,5940,234,2731590,6675,2738031,227631
28455,227640,6,495,6,5940,234,2731686,6675,2738127,227639
28456,227648,6,495,6,5940,234,2731782,6675,2738223,227647
28457,227656,6,495,6,5940,234,2731878,6675,2738319,227655
28458,227664,6,495,6,5940,234,2731974,6675,2738415,227663
28459,227672,6,495,6,5940,234,2732070,6675,2738511,227671
28460,227680,6,495,6,5940,234,2732166,6675,2738607,227679
28461,227688,6,495,6,5940,234,2732262,6675,2738703,227687
28462,227696,6,495,6,5940,234,2732358,6675,2738799,227695
28463,227704,6,495,6,5940,234,2732454,6675,2738895,227703
28464,227712,6,495,6,5940,234,2732550,6675,2738991,227711
28465,227720,6,495,6,5940,234,2732646,6675,2739087,227719
28466,227728,6,495,6,5940,234,2732742,6675,2739183,227727
28467,227736,6,495,6,5940,234,2732838,6675,2739279,227735
28468,227744,6,495,6,5940,234,2732934,6675,2739375,227743
28469,227752,6,495,6,5940,234,2733030,6675,2739471,227751
28470,227760,6,495,6,5940,234,2733126,6675,2739567,227759
28471,227768,6,495,6,5940,234,2733222,6675,2739663,227767
28472,227776,6,495,6,5940,234,2733318,6675,2739759,227775
28473,227784,6,495,6,5940,234,2733414,6675,2739855,227783
28474,227792,6,495,6,5940,234,2733510,6675,2739951,227791
28475,227800,6,495,6,5940,234,2733606,6675,2740047,227799
28476,227808,6,495,6,5940,234,2733702,6675,2740143,227807
28477,227816,6,495,6,5940,234,2733798,6675,2740239,227815
28478,227824,6,495,6,5940,234,2733894,6675,2740335,227823
28479,227832,6,495,6,5940,234,2733990,6675,2740431,227831
28480,227840,6,495,6,5940,234,2734086,6675,2740527,227839
28481,227848,6,495,6,5940,234,2734182,6675,2740623,227847
28482,227856,6,495,6,5940,234,2734278,6675,2740719,227855
28483,227864,6,495,6,5940,234,2734374,6675,2740815,227863
28484,227872,6,495,6,5940,234,2734470,6675,2740911,227871
28485,227880,6,495,6,5940,234,2734566,6675,2741007,227879
28486,227888,6,495,6,5940,234,2734662,6675,2741103,227887
28487,227896,6,495,6,5940,234,2734758,6675,2741199,227895
28488,227904,6,495,6,5940,234,2734854,6675,2741295,227903
28489,227912,6,495,6,5940,234,2734950,6675,2741391,227911
28490,227920,6,495,6,5940,234,2735046,6675,2741487,227919
28491,227928,6,495,6,5940,234,2735142,6675,2741583,227927
28492,227936,6,495,6,5940,234,2735238,6675,2741679,227935
28493,227944,6,495,6,5940,234,2735334,6675,2741775,227943
28494,227952,6,495,6,5940,234,2735430,6675,2741871,227951
28495,227960,6,495,6,5940,234,2735526,6675,2741967,227959
28496,227968,6,495,6,5940,234,2735622,6675,2742063,227967
28497,227976,6,495,6,5940,234,2735718,6675,2742159,227975
28498,227984,6,495,6,5940,234,2735814,6675,2742255,227983
28499,227992,6,495,6,5940,234,2735910,6675,2742351,227991
28500,228000,6,495,6,5940,234,2736006,6675,2742447,227999
28501,228008,6,495,6,5940,234,2736102,6675,2742543,228007
28502,228016,6,495,6,5940,234,2736198,6675,2742639,228015
28503,228024,6,495,6,5940,234,2736294,6675,2742735,228023
28504,228032,6,495,6,5940,234,2736390,6675,2742831,228031
28505,228040,6,495,6,5940,234,2736486,6675,2742927,228039
28506,228048,6,495,6,5940,234,2736582,6675,2743023,228047
28507,228056,6,495,6,5940,234,2736678,6675,2743119,228055
28508,228064,6,495,6,5940,234,2736774,6675,2743215,228063
28509,228072,6,495,6,5940,234,2736870,6675,2743311,228071
28510,228080,6,495,6,5940,234,2736966,6675,2743407,228079
28511,228088,6,495,6,5940,234,2737062,6675,2743503,228087
28512,228096,6,495,6,5940,234,2737158,6675,2743599,228095
28513,228104,6,495,6,5940,234,2737254,6675,2743695,228103
28514,228112,6,495,6,5940,234,2737350,6675,2743791,228111
28515,228120,6,495,6,5940,234,2737446,6675,2743887,228119
28516,228128,6,495,6,5940,234,2737542,6675,2743983,228127
28517,228136,6,495,6,5940,234,2737638,6675,2744079,228135
28518,228144,6,495,6,5940,234,2737734,6675,2744175,228143
28519,228152,6,495,6,5940,234,2737830,6675,2744271,228151
28520,228160,6,495,6,5940,234,2737926,6675,2744367,228159
28521,228168,6,495,6,5940,234,2738022,6675,2744463,228167
28522,228176,6,495,6,5940,234,2738118,6675,2744559,228175
28523,228184,6,495,6,5940,234,2738214,6675,2744655,228183
28524,228192,6,495,6,5940,234,2738310,6675,2744751,228191
28525,228200,6,495,6,5940,234,2738406,6675,2744847,228199
28526,228208,6,495,6,5940,234,2738502,6675,2744943,228207
28527,228216,6,495,6,5940,234,2738598,6675,2745039,228215
28528,228224,6,495,6,5940,234,2738694,6675,2745135,228223
28529,228232,6,495,6,5940,234,2738790,6675,2745231,228231
28530,228240,6,495,6,5940,234,2738886,6675,2745327,228239
28531,228248,6,495,6,5940,234,2738982,6675,2745423,228247
28532,228256,6,495,6,5940,234,2739078,6675,2745519,228255
28533,228264,6,495,6,5940,234,2739174,6675,2745615,228263
28534,228272,6,495,6,5940,234,2739270,6675,2745711,228271
28535,228280,6,495,6,5940,234,2739366,6675,2745807,228279
28536,228288,6,495,6,5940,234,2739462,6675,2745903,228287
28537,228296,6,495,6,5940,234,2739558,6675,2745999,228295
28538,228304,6,495,6,5940,234,2739654,6675,2746095,228303
28539,228312,6,495,6,5940,234,2739750,6675,2746191,228311
28540,228320,6,495,6,5940,234,2739846,6675,2746287,228319
28541,228328,6,495,6,5940,234,2739942,6675,2746383,228327
28542,228336,6,495,6,5940,234,2740038,6675,2746479,228335
28543,228344,6,495,6,5940,234,2740134,6675,2746575,228343
28544,228352,6,495,6,5940,234,2740230,6675,2746671,228351
28545,228360,6,495,6,5940,234,2740326,6675,2746767,228359
28546,228368,6,495,6,5940,234,2740422,6675,2746863,228367
28547,228376,6,495,6,5940,234,2740518,6675,2746959,228375
28548,228384,6,495,6,5940,234,2740614,6675,2747055,228383
28549,228392,6,495,6,5940,234,2740710,6675,2747151,228391
28550,228400,6,495,6,5940,234,2740806,6675,2747247,228399
28551,228408,6,495,6,5940,234,2740902,6675,2747343,228407
28552,228416,6,495,6,5940,234,2740998,6675,2747439,228415
28553,228424,6,495,6,5940,234,2741094,6675,2747535,228423
28554,228432,6,495,6,5940,234,2741190,6675,2747631,228431
28555,228440,6,495,6,5940,234,2741286,6675,2747727,228439
28556,228448,6,495,6,5940,234,2741382,6675,2747823,228447
28557,228456,6,495,6,5940,234,2741478,6675,2747919,228455
28558,228464,6,495,6,5940,234,2741574,6675,2748015,228463
28559,228472,6,495,6,5940,234,2741670,6675,2748111,228471
28560,228480,6,495,6,5940,234,2741766,6675,2748207,228479
28561,228488,6,495,6,5940,234,2741862,6675,2748303,228487
28562,228496,6,495,6,5940,234,2741958,6675,2748399,228495
28563,228504,6,495,6,5940,234,2742054,6675,2748495,228503
28564,228512,6,495,6,5940,234,2742150,6675,2748591,228511
28565,228520,6,495,6,5940,234,2742246,6675,2748687,228519
28566,228528,6,495,6,5940,234,2742342,6675,2748783,228527
28567,228536,6,495,6,5940,234,2742438,6675,2748879,228535
28568,228544,6,495,6,5940,234,2742534,6675,2748975,228543
28569,228552,6,495,6,5940,234,2742630,6675,2749071,228551
28570,228560,6,495,6,5940,234,2742726,6675,2749167,228559
28571,228568,6,495,6,5940,234,2742822,6675,2749263,228567
28572,228576,6,495,6,5940,234,2742918,6675,2749359,228575
28573,228584,6,495,6,5940,234,2743014,6675,2749455,228583
28574,228592,6,495,6,5940,234,2743110,6675,2749551,228591
28575,228600,6,495,6,5940,234,2743206,6675,2749647,228599
28576,228608,6,495,6,5940,234,2743302,6675,2749743,228607
28577,228616,6,495,6,5940,234,2743398,6675,2749839,228615
28578,228624,6,495,6,5940,234,2743494,6675,2749935,228623
28579,228632,6,495,6,5940,234,2743590,6675,2750031,228631
28580,228640,6,495,6,5940,234,2743686,6675,2750127,228639
28581,228648,6,495,6,5940,234,2743782,6675,2750223,228647
28582,228656,6,495,6,5940,234,2743878,6675,2750319,228655
28583,228664,6,495,6,5940,234,2743974,6675,2750415,228663
28584,228672,6,495,6,5940,234,2744070,6675,2750511,228671
28585,228680,6,495,6,5940,234,2744166,6675,2750607,228679
28586,228688,6,495,6,5940,234,2744262,6675,2750703,228687
28587,228696,6,495,6,5940,234,2744358,6675,2750799,228695
28588,228704,6,495,6,5940,234,2744454,6675,2750895,228703
28589,228712,6,495,6,5940,234,2744550,6675,2750991,228711
28590,228720,6,495,6,5940,234,2744646,6675,2751087,228719
28591,228728,6,495,6,5940,234,2744742,6675,2751183,228727
28592,228736,6,495,6,5940,234,2744838,6675,2751279,228735
28593,228744,6,495,6,5940,234,2744934,6675,2751375,228743
28594,228752,6,495,6,5940,234,2745030,6675,2751471,228751
28595,228760,6,495,6,5940,234,2745126,6675,2751567,228759
28596,228768,6,495,6,5940,234,2745222,6675,2751663,228767
28597,228776,6,495,6,5940,234,2745318,6675,2751759,228775
28598,228784,6,495,6,5940,234,2745414,6675,2751855,228783
28599,228792,6,495,6,5940,234,2745510,6675,2751951,228791
28600,228800,6,495,6,5940,234,2745606,6675,2752047,228799
28601,228808,6,495,6,5940,234,2745702,6675,2752143,228807
28602,228816,6,495,6,5940,234,2745798,6675,2752239,228815
28603,228824,6,495,6,5940,234,2745894,6675,2752335,228823
28604,228832,6,495,6,5940,234,2745990,6675,2752431,228831
28605,228840,6,495,6,5940,234,2746086,6675,2752527,228839
28606,228848,6,495,6,5940,234,2746182,6675,2752623,228847
28607,228856,6,495,6,5940,234,2746278,6675,2752719,228855
28608,228864,6,495,6,5940,234,2746374,6675,2752815,228863
28609,228872,6,495,6,5940,234,2746470,6675,2752911,228871
28610,228880,6,495,6,5940,234,2746566,6675,2753007,228879
28611,228888,6,495,6,5940,234,2746662,6675,2753103,228887
28612,228896,6,495,6,5940,234,2746758,6675,2753199,228895
28613,228904,6,495,6,5940,234,2746854,6675,2753295,228903
28614,228912,6,495,6,5940,234,2746950,6675,2753391,228911
28615,228920,6,495,6,5940,234,2747046,6675,2753487,228919
28616,228928,6,495,6,5940,234,2747142,6675,2753583,228927
28617,228936,6,495,6,5940,234,2747238,6675,2753679,228935
28618,228944,6,495,6,5940,234,2747334,6675,2753775,228943
28619,228952,6,495,6,5940,234,2747430,6675,2753871,228951
28620,228960,6,495,6,5940,234,2747526,6675,2753967,228959
28621,228968,6,495,6,5940,234,2747622,6675,2754063,228967
28622,228976,6,495,6,5940,234,2747718,6675,2754159,228975
28623,228984,6,495,6,5940,234,2747814,6675,2754255,228983
28624,228992,6,495,6,5940,234,2747910,6675,2754351,228991
28625,229000,6,495,6,5940,234,2748006,6675,2754447,228999
28626,229008,6,495,6,5940,234,2748102,6675,2754543,229007
28627,229016,6,495,6,5940,234,2748198,6675,2754639,229015
28628,229024,6,495,6,5940,234,2748294,6675,2754735,229023
28629,229032,6,495,6,5940,234,2748390,6675,2754831,229031
28630,229040,6,495,6,5940,234,2748486,6675,2754927,229039
28631,229048,6,495,6,5940,234,2748582,6675,2755023,229047
28632,229056,6,495,6,5940,234,2748678,6675,2755119,229055
28633,229064,6,495,6,5940,234,2748774,6675,2755215,229063
28634,229072,6,495,6,5940,234,2748870,6675,2755311,229071
28635,229080,6,495,6,5940,234,2748966,6675,2755407,229079
28636,229088,6,495,6,5940,234,2749062,6675,2755503,229087
28637,229096,6,495,6,5940,234,2749158,6675,2755599,229095
28638,229104,6,495,6,5940,234,2749254,6675,2755695,229103
28639,229112,6,495,6,5940,234,2749350,6675,2755791,229111
28640,229120,6,495,6,5940,234,2749446,6675,2755887,229119
28641,229128,6,495,6,5940,234,2749542,6675,2755983,229127
28642,229136,6,495,6,5940,234,2749638,6675,2756079,229135
28643,229144,6,495,6,5940,234,2749734,6675,2756175,229143
28644,229152,6,495,6,5940,234,2749830,6675,2756271,229151
28645,229160,6,495,6,5940,234,2749926,6675,2756367,229159
28646,229168,6,495,6,5940,234,2750022,6675,2756463,229167
28647,229176,6,495,6,5940,234,2750118,6675,2756559,229175
28648,229184,6,495,6,5940,234,2750214,6675,2756655,229183
28649,229192,6,495,6,5940,234,2750310,6675,2756751,229191
28650,229200,6,495,6,5940,234,2750406,6675,2756847,229199
28651,229208,6,495,6,5940,234,2750502,6675,2756943,229207
28652,229216,6,495,6,5940,234,2750598,6675,2757039,229215
28653,229224,6,495,6,5940,234,2750694,6675,2757135,229223
28654,229232,6,495,6,5940,234,2750790,6675,2757231,229231
28655,229240,6,495,6,5940,234,2750886,6675,2757327,229239
28656,229248,6,495,6,5940,234,2750982,6675,2757423,229247
28657,229256,6,495,6,5940,234,2751078,6675,2757519,229255
28658,229264,6,495,6,5940,234,2751174,6675,2757615,229263
28659,229272,6,495,6,5940,234,2751270,6675,2757711,229271
28660,229280,6,495,6,5940,234,2751366,6675,2757807,229279
28661,229288,6,495,6,5940,234,2751462,6675,2757903,229287
28662,229296,6,495,6,5940,234,2751558,6675,2757999,229295
28663,229304,6,495,6,5940,234,2751654,6675,2758095,229303
28664,229312,6,495,6,5940,234,2751750,6675,2758191,229311
28665,229320,6,495,6,5940,234,2751846,6675,2758287,229319
28666,229328,6,495,6,5940,234,2751942,6675,2758383,229327
28667,229336,6,495,6,5940,234,2752038,6675,2758479,229335
28668,229344,6,495,6,5940,234,2752134,6675,2758575,229343
28669,229352,6,495,6,5940,234,2752230,6675,2758671,229351
28670,229360,6,495,6,5940,234,2752326,6675,2758767,229359
28671,229368,6,495,6,5940,234,2752422,6675,2758863,229367
28672,229376,6,495,6,5940,234,2752518,6675,2758959,229375
28673,229384,6,495,6,5940,234,2752614,6675,2759055,229383
28674,229392,6,495,6,5940,234,2752710,6675,2759151,229391
28675,229400,6,495,6,5940,234,2752806,6675,2759247,229399
28676,229408,6,495,6,5940,234,2752902,6675,2759343,229407
28677,229416,6,495,6,5940,234,2752998,6675,2759439,229415
28678,229424,6,495,6,5940,234,2753094,6675,2759535,229423
28679,229432,6,495,6,5940,234,2753190,6675,2759631,229431
28680,229440,6,495,6,5940,234,2753286,6675,2759727,229439
28681,229448,6,495,6,5940,234,2753382,6675,2759823,229447
28682,229456,6,495,6,5940,234,2753478,6675,2759919,229455
28683,229464,6,495,6,5940,234,2753574,6675,2760015,229463
28684,229472,6,495,6,5940,234,2753670,6675,2760111,229471
28685,229480,6,495,6,5940,234,2753766,6675,2760207,229479
28686,229488,6,495,6,5940,234,2753862,6675,2760303,229487
28687,229496,6,495,6,5940,234,2753958,6675,2760399,229495
28688,229504,6,495,6,5940,234,2754054,6675,2760495,229503
28689,229512,6,495,6,5940,234,2754150,6675,2760591,229511
28690,229520,6,495,6,5940,234,2754246,6675,2760687,229519
28691,229528,6,495,6,5940,234,2754342,6675,2760783,229527
28692,229536,6,495,6,5940,234,2754438,6675,2760879,229535
28693,229544,6,495,6,5940,234,2754534,6675,2760975,229543
28694,229552,6,495,6,5940,234,2754630,6675,2761071,229551
28695,229560,6,495,6,5940,234,2754726,6675,2761167,229559
28696,229568,6,495,6,5940,234,2754822,6675,2761263,229567
28697,229576,6,495,6,5940,234,2754918,6675,2761359,229575
28698,229584,6,495,6,5940,234,2755014,6675,2761455,229583
28699,229592,6,495,6,5940,234,2755110,6675,2761551,229591
28700,229600,6,495,6,5940,234,2755206,6675,2761647,229599
28701,229608,6,495,6,5940,234,2755302,6675,2761743,229607
28702,229616,6,495,6,5940,234,2755398,6675,2761839,229615
28703,229624,6,495,6,5940,234,2755494,6675,2761935,229623
28704,229632,6,495,6,5940,234,2755590,6675,2762031,229631
28705,229640,6,495,6,5940,234,2755686,6675,2762127,229639
28706,229648,6,495,6,5940,234,2755782,6675,2762223,229647
28707,229656,6,495,6,5940,234,2755878,6675,2762319,229655
28708,229664,6,495,6,5940,234,2755974,6675,2762415,229663
28709,229672,6,495,6,5940,234,2756070,6675,2762511,229671
28710,229680,6,495,6,5940,234,2756166,6675,2762607,229679
28711,229688,6,495,6,5940,234,2756262,6675,2762703,229687
28712,229696,6,495,6,5940,234,2756358,6675,2762799,229695
28713,229704,6,495,6,5940,234,2756454,6675,2762895,229703
28714,229712,6,495,6,5940,234,2756550,6675,2762991,229711
28715,229720,6,495,6,5940,234,2756646,6675,2763087,229719
28716,229728,6,495,6,5940,234,2756742,6675,2763183,229727
28717,229736,6,495,6,5940,234,2756838,6675,2763279,229735
